selling_price,km_driven,fuel,seller_type,transmission,owner,age
11.982935344196433,0.27522603314694105,0,0,0,2,0.2857142857142857
12.429220196836383,0.16054660801196335,1,0,0,2,0.8571428571428571
13.42246945133505,0.41284134330891425,1,1,0,1,0.21428571428571427
12.611541086966115,0.3669695732549232,0,1,0,1,0.25
11.156264806643742,0.3669695732549232,1,0,0,1,0.5357142857142857
12.388398368982115,0.3362354873187492,0,1,0,2,0.21428571428571427
13.171155446333852,0.4220156973197125,1,1,0,1,0.21428571428571427
11.92504173829169,0.3062536984114606,0,1,0,2,0.39285714285714285
11.849404844423074,0.4587131133629053,0,0,0,1,0.39285714285714285
13.25339339419516,0.27522603314694105,1,0,0,1,0.10714285714285714
12.611541086966115,0.14219789999036692,0,0,0,1,0.07142857142857142
11.51293546492023,0.1788953160335598,1,0,0,1,0.4642857142857143
13.122365377402328,0.5504566534708875,1,0,0,3,0.39285714285714285
11.736077016252437,0.7614667957192465,1,0,0,4,0.21428571428571427
11.775297421715827,0.5045848834168964,0,0,0,3,0.5
13.73755009757506,0.16054660801196335,1,0,0,1,0.10714285714285714
13.527829818844937,0.27522603314694105,1,0,0,1,0.07142857142857142
12.206077645517674,0.2477029711145464,0,0,1,2,0.4642857142857143
12.421188057397055,0.28898756416313837,0,0,0,2,0.35714285714285715
13.017005083966255,0.5504566534708875,1,0,0,2,0.21428571428571427
11.289794413577894,0.5504566534708875,0,0,0,3,0.5357142857142857
13.384729180332174,0.34862086523332675,0,0,0,2,0.21428571428571427
13.017005083966255,0.3669695732549232,1,0,0,1,0.17857142857142858
13.384729180332174,0.11467483795797229,1,0,0,1,0.03571428571428571
13.112315061750808,0.05484887545355713,0,1,0,1,0.14285714285714285
12.82396003700373,0.09173895293097675,0,1,0,1,0.17857142857142858
13.840204146163925,0.04128000587158657,0,1,0,1,0.10714285714285714
13.527829818844937,0.3210978032009321,1,0,0,1,0.17857142857142858
13.304686600863562,0.5504566534708875,1,0,0,1,0.25
11.289794413577894,0.2660516791361428,0,1,0,2,0.4642857142857143
12.691583538230217,0.2853178225588191,1,1,0,1,0.25
14.200773639026796,0.15595943100656426,1,1,1,2,0.21428571428571427
12.765691290604371,0.2431157941091473,1,0,0,2,0.17857142857142858
14.845130332288226,0.22476708608755086,1,1,1,1,0.25
12.25486757159303,0.0688030679039812,0,1,0,2,0.10714285714285714
13.017005083966255,0.22935426309294996,0,0,0,1,0.25
13.955273369904273,0.2431157941091473,1,1,1,1,0.25
12.25486757159303,0.29128115266583793,0,1,1,1,0.39285714285714285
14.827111833279051,0.059628713893183,1,0,1,1,0.10714285714285714
14.496079462646344,0.09632612993637585,1,1,1,1,0.07142857142857142
12.07254696717504,0.13381712760150277,0,1,0,1,0.42857142857142855
14.731801689838349,0.22017990908215176,1,1,1,1,0.2857142857142857
13.350297037805756,0.5504566534708875,1,0,0,1,0.10714285714285714
13.304686600863562,0.4587131133629053,1,0,0,1,0.35714285714285715
12.896719202134523,0.13761072298496782,0,0,0,1,0.10714285714285714
13.527829818844937,0.39907981229271694,1,0,0,1,0.07142857142857142
13.527829818844937,0.0688030679039812,0,0,0,1,0.03571428571428571
12.660331092405906,0.07339024490938031,0,0,0,1,0.10714285714285714
13.304686600863562,0.27522603314694105,1,0,0,1,0.2857142857142857
11.51293546492023,0.27522603314694105,0,0,0,4,0.35714285714285715
